id,id_client,id_product,qtd,total,sale_date,mean_quote
109,39,96,7,494346.0,2024-09-18,5.48
110,34,148,8,38284.0,2024-10-27,5.7
111,28,32,10,125025.0,2023-06-03,4.96
112,37,100,9,894331.9,2024-11-12,5.77
113,28,28,9,121910.65,2024-12-06,6.03
114,12,75,5,163842.0,2023-05-03,5.02
115,27,85,1,36650.05,2023-10-08,5.19
116,7,130,3,11810.4,2023-03-19,5.27
117,27,18,3,75731.15,2023-03-06,5.2
118,18,122,10,13225.0,2023-07-22,4.77
119,46,80,1,129224.0,2023-08-04,4.86
120,6,81,15,1832227.0,2023-06-17,4.83
121,25,132,13,20319.0,2024-02-14,4.97
122,8,128,10,44181.65,2023-09-03,4.93
123,10,106,6,24993.55,2023-06-15,4.82
124,21,43,3,105291.0,2023-05-18,4.96
125,44,112,11,23990.0,2024-08-23,5.53
126,29,80,5,613813.05,2024-07-14,5.45
127,26,55,7,769910.0,2024-09-02,5.62
128,1,53,14,751450.0,2023-03-24,5.29
129,3,82,11,567974.0,2024-02-26,4.98
130,15,123,2,5554.0,2024-12-18,6.16
132,3,5,12,284028.0,2024-10-15,5.64
133,34,122,2,2512.75,2024-11-13,5.77
134,7,18,7,176706.65,2023-01-11,5.2
135,14,22,11,433981.0,2024-09-26,5.44
136,16,70,10,343554.0,2023-03-02,5.21
137,17,62,5,511110.0,2024-11-14,5.79
138,45,86,4,355388.35,2023-11-06,4.9
139,38,123,1,2638.15,2024-12-22,6.08
140,20,83,5,640318.05,2024-05-29,5.2
141,29,127,5,7359.65,2024-06-15,5.36
142,9,34,5,24588.0,2024-12-28,6.2
143,23,142,5,3925.4,2024-03-16,4.99
144,27,116,4,10302.0,2024-01-15,4.88
145,3,122,12,15076.5,2023-10-16,5.06
146,11,70,10,343554.0,2023-12-26,4.84
147,24,129,1,3102.7,2023-01-07,5.29
148,13,111,15,61064.1,2024-06-09,5.28
149,7,57,1,112851.45,2024-07-13,5.45
150,5,114,13,9871.45,2024-06-04,5.27
151,45,39,6,177797.0,2023-12-15,4.94
152,27,82,8,413072.0,2023-06-06,4.93
153,48,30,11,336990.65,2023-12-30,4.84
154,22,137,10,32162.25,2024-02-17,4.98
155,12,21,9,78611.0,2024-06-22,5.44
156,11,44,13,133464.55,2024-10-22,5.7
157,48,17,1,13337.05,2024-04-24,5.16
158,9,138,5,19869.25,2024-11-27,5.83
159,24,66,15,188574.0,2024-07-03,5.59
160,8,121,11,40637.0,2023-05-27,5.01
161,19,126,8,21416.0,2024-09-09,5.61
162,12,147,15,43178.45,2024-06-25,5.43
163,4,70,7,228463.6,2023-09-03,4.93
164,23,9,5,198528.0,2023-09-14,4.88
165,23,27,8,125487.4,2023-12-28,4.84
166,28,111,2,8570.0,2023-02-17,5.2
167,19,122,11,13819.65,2024-08-22,5.55
168,48,7,6,111257.35,2024-10-05,5.47
169,23,101,2,927.0,2023-01-24,5.17
170,16,116,1,2576.0,2023-12-30,4.84
171,8,24,12,278786.0,2023-12-22,4.86
172,15,123,13,34296.9,2023-07-26,4.74
173,13,131,1,964.0,2023-07-25,4.75
174,42,16,6,180036.0,2023-01-09,5.3
175,19,88,6,275518.05,2023-01-28,5.08
176,32,124,12,45239.0,2024-11-14,5.79
177,17,69,4,181060.0,2023-11-03,4.89
178,6,143,6,25288.05,2023-07-10,4.87
179,41,76,14,1971036.25,2024-09-27,5.44
180,25,38,2,52922.0,2024-05-16,5.13
181,28,127,11,16190.85,2023-02-02,4.99
182,7,115,5,4153.0,2023-06-09,4.89
183,27,80,9,1163015.0,2023-04-26,5.06
184,33,7,3,55628.2,2024-03-31,5.0
185,39,27,7,115580.0,2023-01-09,5.3
186,14,7,10,185428.6,2023-06-23,4.78
187,44,80,2,245525.6,2024-09-01,5.66
188,26,117,10,41030.0,2024-07-02,5.67
190,24,138,8,31790.8,2023-12-18,4.94
191,43,101,11,5097.0,2024-11-24,5.81
192,6,148,9,40916.5,2024-01-26,4.91
193,7,144,6,12620.75,2024-01-03,4.92
194,9,52,6,82225.0,2024-06-07,5.28
195,9,81,14,1710079.0,2023-06-24,4.78
196,8,74,9,779027.0,2023-12-26,4.84
197,2,83,12,1536764.65,2024-01-29,4.92
198,38,106,10,43849.0,2023-11-14,4.87
199,2,99,11,1120936.35,2023-10-31,5.06
200,20,44,7,71865.6,2023-10-20,5.05
201,38,79,11,727615.0,2023-03-24,5.29
202,27,57,8,950325.0,2023-11-05,4.89
203,13,18,3,79717.0,2023-01-18,5.09
204,22,138,8,31790.8,2024-08-24,5.53
205,41,119,9,27836.9,2023-09-25,4.96
206,9,124,8,28651.05,2024-08-30,5.66
207,10,51,15,914265.75,2024-01-09,4.89
208,37,74,3,259676.0,2024-07-21,5.55
209,38,15,10,278998.0,2024-11-09,5.76
210,29,18,12,302925.55,2024-02-04,4.95
211,17,108,14,44496.1,2023-08-31,4.92
212,5,9,4,150880.9,2023-02-23,5.13
213,6,35,8,88044.0,2023-08-27,4.88
214,14,66,7,83600.95,2023-11-15,4.87
215,43,144,13,28784.0,2023-09-16,4.87
216,9,55,3,313463.9,2024-09-08,5.57
217,22,112,13,26934.4,2023-10-19,5.05
218,38,84,8,330021.45,2024-01-16,4.9
219,9,115,14,11628.0,2023-02-11,5.25
220,29,23,14,148675.95,2024-08-29,5.64
221,39,104,4,14852.0,2023-07-23,4.77
222,27,116,9,23180.0,2023-06-21,4.78
223,18,125,9,29088.05,2023-11-06,4.9
224,42,34,10,46716.25,2023-11-21,4.88
225,41,106,14,58318.6,2023-03-09,5.14
226,18,144,13,27344.8,2024-09-14,5.57
227,15,9,6,238233.0,2024-11-18,5.76
228,6,78,6,730569.0,2024-01-24,4.92
229,42,100,4,418401.0,2023-07-17,4.83
230,14,78,5,578367.6,2024-08-04,5.74
231,6,16,4,120024.0,2023-11-05,4.89
232,42,144,9,18930.65,2024-01-18,4.94
233,23,83,4,539216.0,2023-05-06,4.97
234,46,22,2,74960.7,2024-08-17,5.46
235,29,131,2,1830.65,2024-07-28,5.65
236,33,113,10,41752.5,2023-01-08,5.29
237,36,117,14,57442.0,2024-03-23,4.99
238,40,55,4,417951.55,2024-04-17,5.25
239,28,28,10,142586.0,2024-10-01,5.45
240,47,91,10,1348860.0,2023-04-21,5.05
241,21,81,5,610742.0,2023-11-28,4.89
242,2,132,14,21882.0,2024-03-17,4.99
243,40,98,14,1055503.2,2023-02-23,5.13
244,28,130,10,41441.0,2024-07-17,5.47
245,12,55,7,769910.0,2024-07-10,5.4
246,28,137,14,47397.0,2023-01-07,5.29
247,23,22,11,412281.95,2024-05-23,5.14
248,36,103,12,21470.0,2024-12-28,6.2
249,38,67,13,1115258.0,2024-07-12,5.45
250,34,66,14,167202.85,2023-01-12,5.14
252,15,70,1,34355.0,2024-10-12,5.63
253,5,61,14,392261.0,2024-03-15,4.99
254,24,5,7,157398.85,2023-10-27,4.95
255,10,74,9,740075.65,2023-09-21,4.92
256,12,130,4,16576.0,2023-05-06,4.97
257,15,124,1,3581.5,2023-04-30,5.0
258,49,7,3,55628.2,2024-12-09,6.06
259,11,51,5,320795.0,2023-11-27,4.9
260,3,59,1,87166.0,2024-01-03,4.92
261,11,130,4,16576.0,2024-07-24,5.63
262,1,65,15,383366.0,2023-02-26,5.18
263,3,107,2,2875.65,2024-11-29,6.05
264,10,32,12,142528.5,2024-01-24,4.92
265,15,64,12,1338067.0,2024-01-12,4.85
266,45,16,9,270054.0,2023-08-17,4.98
267,41,101,14,6488.0,2023-07-15,4.8
268,24,97,5,676675.0,2024-09-11,5.64
269,4,82,8,413072.0,2024-06-13,5.4
270,2,119,12,39070.0,2024-09-16,5.52
271,49,105,15,4643.0,2023-08-20,4.97
272,6,106,8,33325.05,2023-05-10,4.95
273,2,143,15,66546.0,2024-01-21,4.92
274,40,141,9,43036.0,2024-07-14,5.45
275,40,67,6,514734.0,2024-02-25,4.99
276,41,110,10,23707.25,2023-12-12,4.95
277,9,55,1,104487.65,2023-11-05,4.89
278,21,129,1,3102.7,2023-02-21,5.2
279,1,71,12,1562089.0,2023-11-08,4.89
280,23,62,9,873998.1,2024-03-22,4.99
281,16,33,13,87305.0,2023-09-04,4.92
282,30,130,1,4144.0,2024-10-08,5.52
283,3,124,10,35814.05,2023-10-02,5.07
284,37,85,13,476446.85,2023-06-28,4.86
285,28,96,5,335448.8,2024-12-26,6.17
286,42,35,3,33017.0,2024-06-29,5.56
287,3,42,5,28465.8,2023-11-05,4.89
288,23,138,2,7947.7,2024-08-10,5.51
289,29,75,8,262147.0,2024-03-02,4.96
290,28,79,10,628394.6,2023-05-11,4.97
291,18,107,2,2875.65,2023-06-09,4.89
292,49,74,1,82231.05,2023-10-08,5.19
293,23,23,13,138055.9,2023-03-14,5.24
294,5,120,9,28120.0,2023-10-05,5.17
295,47,102,12,9984.0,2023-09-07,4.98
296,38,89,15,1180171.0,2024-09-16,5.52
297,28,4,11,37201.0,2023-12-11,4.94
298,6,98,1,75392.95,2023-05-26,5.01
299,42,137,6,20313.0,2024-11-15,5.79
300,19,62,1,102222.0,2024-05-08,5.09
301,30,96,10,706208.0,2024-10-23,5.71
302,44,74,11,904536.8,2024-04-08,5.04
303,28,8,9,44857.0,2023-01-09,5.3
304,7,35,2,22011.0,2024-01-21,4.92
305,11,38,12,317534.0,2024-02-19,4.96
306,12,70,6,206133.0,2023-04-01,5.08
307,10,144,4,8857.0,2023-07-19,4.8
308,16,124,3,11310.0,2023-12-26,4.84
309,19,63,13,1728477.5,2023-09-23,4.91
310,20,110,6,14224.35,2023-01-29,5.08
311,43,29,1,34684.5,2023-11-29,4.89
312,46,101,12,5282.95,2024-08-31,5.66
313,27,12,1,2589.7,2024-08-11,5.51
314,14,35,11,121061.0,2023-09-05,4.97
315,12,137,8,27084.0,2023-08-01,4.78
316,41,94,13,503272.95,2023-07-24,4.75
317,15,73,12,1717919.0,2024-06-10,5.37
318,1,97,9,1218016.0,2024-12-14,6.04
319,12,16,15,450090.0,2023-11-11,4.92
320,39,45,8,75268.5,2024-02-17,4.98
321,42,8,7,34889.0,2024-01-10,4.89
322,47,50,15,160683.0,2024-05-21,5.1
323,46,106,7,29159.3,2024-02-02,4.95
324,15,21,5,43673.0,2023-04-17,4.94
325,30,130,8,31495.35,2024-08-13,5.49
326,32,27,15,247672.0,2023-05-06,4.97
327,43,60,8,826508.55,2023-10-19,5.05
328,38,78,12,1388082.05,2024-07-26,5.65
329,3,123,1,2777.0,2024-11-30,6.05
331,2,97,11,1488686.0,2023-11-22,4.9
332,44,26,15,259248.0,2023-08-28,4.89
333,35,36,6,128827.6,2023-08-05,4.86
334,40,86,6,561139.0,2023-11-01,5.02
335,44,14,11,374225.9,2024-12-15,6.04
336,22,29,14,485587.75,2024-02-01,4.94
337,35,137,13,44011.0,2024-06-15,5.36
338,44,110,2,4741.45,2024-06-26,5.51
339,43,134,3,14153.0,2023-05-04,5.01
340,24,130,4,16576.0,2023-03-18,5.27
341,35,34,2,9343.25,2024-06-07,5.28
342,3,74,6,493383.45,2023-10-11,5.05
343,47,64,14,1483024.1,2023-11-07,4.87
344,47,138,12,50197.0,2024-05-16,5.13
345,36,89,3,236034.0,2024-10-21,5.71
346,48,39,14,394117.0,2024-12-15,6.04
347,17,63,11,1462557.3,2023-10-14,5.06
348,38,40,14,188648.15,2024-11-24,5.81
349,31,55,8,835903.1,2024-12-15,6.04
350,42,7,5,92714.3,2023-11-05,4.89
351,41,6,14,157208.85,2024-09-04,5.64
352,32,136,8,15788.0,2024-09-02,5.62
353,6,88,5,229597.9,2024-09-29,5.44
354,12,113,9,37577.25,2023-10-13,5.06
355,8,141,8,36341.3,2023-07-08,4.88
356,14,22,1,37480.35,2023-11-20,4.87
357,42,27,15,235288.4,2023-07-31,4.74
358,42,10,15,480496.0,2023-10-06,5.19
359,15,26,4,65676.35,2024-07-06,5.5
360,33,63,3,419873.0,2024-10-09,5.57
361,29,9,15,595582.0,2024-07-15,5.46
362,39,20,10,292917.3,2024-04-21,5.23
363,49,130,8,33153.0,2024-08-20,5.45
364,6,6,6,70921.0,2024-07-27,5.65
365,14,112,11,23990.0,2024-06-23,5.44
366,18,16,14,399079.8,2024-09-19,5.42
367,17,72,7,697652.0,2024-04-30,5.17
368,6,129,14,43440.65,2023-09-08,4.98
369,27,114,3,2398.0,2024-06-23,5.44
370,47,27,9,148603.0,2024-02-23,4.99
371,3,57,9,1015659.25,2024-05-24,5.15
372,42,77,7,312933.0,2023-02-20,5.2
373,29,145,6,26099.0,2024-01-31,4.95
374,6,22,15,562203.35,2024-06-08,5.28
375,43,16,1,30006.0,2024-07-26,5.65
376,33,88,15,725047.0,2024-10-17,5.68
377,15,59,15,1242117.4,2023-03-29,5.15
378,49,80,5,646119.0,2023-10-01,5.01
379,25,26,14,241965.0,2024-10-18,5.67
381,12,39,4,112604.45,2023-05-06,4.97
382,3,7,5,92714.3,2024-01-18,4.94
383,24,121,5,18471.0,2023-11-07,4.87
384,30,4,9,30437.0,2023-12-18,4.94
385,25,3,13,111448.3,2023-03-14,5.24
386,33,73,10,1431599.0,2024-08-31,5.66
387,5,115,12,9967.0,2023-02-21,5.2
388,6,85,3,109949.2,2024-01-28,4.91
389,32,145,1,4350.0,2024-12-18,6.16
390,30,9,9,357350.0,2024-01-06,4.89
391,29,69,2,90530.0,2024-04-09,5.01
392,47,120,1,3124.0,2023-03-18,5.27
393,39,130,6,24865.0,2023-10-07,5.19
394,25,128,11,48600.1,2023-08-17,4.98
395,3,29,11,381533.3,2023-02-27,5.2
396,9,67,13,1115258.0,2023-08-30,4.87
397,37,108,5,15891.6,2023-09-17,4.87
398,21,139,14,18950.6,2023-08-12,4.89
399,16,124,10,37699.0,2024-02-05,5.01
400,12,122,12,15870.0,2024-02-11,4.97
402,13,85,1,36650.05,2023-07-18,4.8
403,46,32,2,23754.75,2024-11-19,5.77
404,46,5,7,157398.85,2023-07-19,4.8
405,13,45,4,39615.0,2023-07-05,4.86
406,15,63,6,797758.7,2024-04-23,5.16
407,23,59,15,1307492.0,2024-08-24,5.53
408,9,68,9,571970.3,2023-11-16,4.86
409,42,15,7,195298.0,2023-12-23,4.86
410,5,22,12,473434.0,2024-07-24,5.63
411,38,89,15,1121162.45,2023-10-20,5.05
412,31,115,4,3155.9,2023-06-09,4.89
413,42,66,6,71658.5,2023-06-25,4.78
414,18,75,12,393221.0,2023-05-13,4.92
415,17,97,2,270670.0,2023-05-31,5.1
416,13,16,4,120024.0,2023-10-29,4.95
417,41,85,9,347208.0,2024-06-17,5.41
418,5,68,1,63552.15,2023-11-21,4.88
419,39,150,8,12506.75,2023-12-13,4.96
420,38,12,5,12949.45,2023-02-22,5.17
421,17,122,13,17192.0,2024-04-20,5.23
422,18,104,8,28218.8,2024-11-11,5.8
423,31,24,8,185857.0,2023-06-06,4.93
424,38,77,1,44705.0,2023-09-16,4.87
425,23,90,11,826567.45,2023-01-14,5.11
426,37,12,1,2726.0,2023-08-08,4.92
427,42,63,14,1861436.65,2024-07-30,5.65
428,28,43,4,140387.0,2024-05-12,5.15
429,7,108,10,33456.0,2024-01-24,4.92
430,46,5,10,236690.0,2023-11-24,4.89
431,28,47,7,40717.95,2023-10-03,5.11
432,30,27,1,15685.45,2023-04-20,5.05
433,14,40,9,127656.0,2024-03-16,4.99
434,46,98,13,980110.25,2024-09-29,5.44
435,33,55,1,109987.0,2023-02-05,5.1
436,33,47,6,36738.0,2024-03-18,5.01
437,25,110,11,26078.45,2024-01-12,4.85
438,6,88,6,275518.05,2024-01-04,4.92
439,13,1,2,66245.0,2024-02-01,4.94
440,20,83,6,808823.0,2024-02-28,4.96
441,28,64,14,1483024.1,2024-03-24,4.99
442,44,17,3,42116.0,2024-07-28,5.65
443,15,91,5,674430.0,2023-02-18,5.2
444,27,28,14,189639.0,2023-08-28,4.89
445,29,6,9,106382.0,2023-11-28,4.89
446,13,139,4,5700.0,2023-11-04,4.89
447,34,144,14,29448.1,2023-06-11,4.89
448,31,56,3,128966.0,2024-10-23,5.71
449,14,60,3,309940.35,2024-12-19,6.18
450,48,62,12,1165330.8,2023-08-26,4.88
451,42,54,13,1500955.35,2024-02-19,4.96
452,28,134,2,8963.25,2024-09-26,5.44
453,22,96,9,603808.6,2024-07-23,5.58
454,39,29,12,416217.8,2023-07-22,4.77
455,39,13,5,38736.0,2024-06-09,5.28
456,17,43,8,266736.25,2024-03-02,4.96
457,49,92,8,675291.35,2023-11-11,4.92
458,41,13,3,23241.0,2024-07-31,5.66
459,44,67,11,943680.0,2023-12-05,4.95
460,31,150,3,4690.15,2023-09-22,4.91
461,10,23,4,42479.25,2024-10-29,5.71
462,49,126,3,7629.45,2023-05-13,4.92
463,7,26,14,241965.0,2024-06-12,5.39
464,45,64,8,892044.0,2023-09-12,4.95
465,17,96,7,469628.7,2024-10-18,5.67
466,45,9,15,595582.0,2023-05-01,5.0
467,22,30,4,128991.0,2023-05-31,5.1
468,3,101,6,2641.0,2024-03-31,5.0
469,44,9,1,37720.7,2024-10-31,5.78
470,5,55,14,1539821.0,2024-02-29,4.98
471,33,36,12,271217.0,2023-03-25,5.29
472,26,56,7,285874.95,2023-04-01,5.08
473,4,84,12,495032.65,2024-06-20,5.43
474,9,147,12,34542.95,2024-06-22,5.44
475,2,107,15,22701.0,2023-06-10,4.89
476,3,86,11,977316.3,2023-03-05,5.2
477,33,32,2,25005.0,2024-01-07,4.89
478,47,105,3,882.55,2023-04-12,4.95
479,2,60,6,652507.0,2023-03-06,5.2
480,20,4,1,3382.0,2023-04-28,5.0
481,33,55,6,626926.85,2023-10-06,5.19
482,33,27,9,148603.0,2024-05-30,5.2
483,41,123,10,27771.0,2024-08-26,5.49
484,22,110,6,14224.35,2023-07-21,4.77
485,23,149,6,6982.0,2023-01-17,5.12
486,48,17,8,106694.5,2023-02-28,5.21
487,42,104,7,25991.0,2023-07-11,4.89
488,33,30,1,32248.0,2023-01-03,5.38
489,33,124,9,32232.55,2023-11-15,4.87
490,14,73,10,1431599.0,2024-07-24,5.63
491,33,138,6,23843.1,2023-12-04,4.91
492,9,141,4,18170.65,2023-10-14,5.06
493,24,40,1,13474.8,2024-06-28,5.56
494,32,46,2,9968.0,2024-02-19,4.96
495,2,43,8,280775.0,2023-02-20,5.2
496,31,98,10,793611.0,2023-09-29,5.01
497,31,121,9,31585.6,2024-10-30,5.78
498,34,20,13,380793.25,2024-03-01,4.96
499,39,101,15,6951.0,2024-10-07,5.46
500,27,72,4,398659.0,2023-09-28,5.05
501,31,24,14,325251.0,2024-01-05,4.89
502,45,72,12,1136177.2,2023-01-25,5.1
503,45,54,11,1270038.85,2024-11-27,5.83
504,7,102,8,6323.2,2023-02-21,5.2
505,25,124,13,49009.0,2024-07-24,5.63
506,40,35,6,62731.35,2023-01-13,5.11
507,36,143,9,37931.6,2024-01-10,4.89
508,36,109,13,7690.25,2024-09-19,5.42
509,35,132,9,14067.0,2024-06-18,5.41
510,48,6,12,141843.0,2023-10-03,5.11
511,17,120,15,46867.0,2024-11-15,5.79
512,14,12,14,36258.65,2024-09-25,5.47
513,18,47,3,17450.55,2024-08-08,5.62
514,34,100,4,418401.0,2023-11-23,4.89
515,28,83,10,1280637.05,2024-12-18,6.16
516,32,119,4,12371.85,2024-01-15,4.88
517,49,4,7,22489.35,2023-05-30,5.06
518,48,90,8,632779.0,2024-05-12,5.15
519,5,101,1,439.85,2023-09-09,4.98
520,29,10,13,416430.0,2023-01-14,5.11
521,29,109,4,2366.45,2024-11-04,5.79
522,24,146,15,7440.0,2023-07-24,4.75
523,9,130,7,27558.55,2024-09-19,5.42
524,8,56,7,285874.95,2024-02-15,4.97
525,45,15,10,265048.1,2024-11-12,5.77
526,8,12,7,18128.85,2023-03-02,5.21
527,48,53,1,53675.0,2024-02-13,4.97
528,15,45,12,118845.0,2024-03-31,5.0
529,4,5,7,165683.0,2024-11-29,6.05
530,32,92,8,675291.35,2024-04-01,5.05
531,13,19,10,164324.0,2023-07-21,4.77
532,41,59,6,496847.15,2024-11-08,5.76
533,25,4,15,48191.6,2023-08-15,4.98
534,12,120,5,15622.0,2023-03-25,5.29
535,5,112,11,23990.0,2024-10-22,5.7
536,19,86,8,748185.0,2023-01-17,5.12
537,9,63,2,265919.25,2023-02-27,5.2
538,29,141,1,4542.9,2024-12-13,6.04
539,35,65,10,242798.15,2024-11-21,5.82
540,24,121,8,28076.3,2023-12-15,4.94
541,1,72,2,189362.55,2023-11-08,4.89
542,19,91,12,1618632.0,2024-04-22,5.2
543,3,6,2,23640.0,2024-08-18,5.46
544,28,134,6,28306.0,2024-09-22,5.48
545,39,53,1,53675.0,2023-09-21,4.92
546,19,55,15,1567317.6,2023-11-01,5.02
547,10,25,1,11519.7,2023-07-16,4.8
548,27,24,14,308988.45,2024-06-07,5.28
549,27,9,10,397055.0,2024-10-10,5.58
550,5,56,14,571750.85,2023-08-29,4.87
551,23,27,1,16511.0,2024-06-06,5.27
552,48,11,15,516305.05,2023-11-04,4.89
553,20,122,7,9257.0,2023-01-28,5.08
554,23,16,15,450090.0,2023-11-13,4.92
555,8,84,6,260543.0,2023-08-31,4.92
556,38,40,9,127656.0,2023-02-18,5.2
557,44,43,4,140387.0,2024-08-11,5.51
558,43,42,2,11386.7,2023-01-27,5.08
559,9,100,5,496850.95,2024-03-18,5.01
560,18,4,10,33819.0,2023-04-21,5.05
561,33,51,2,128318.0,2023-06-12,4.88
562,16,99,4,407613.65,2023-06-26,4.77
563,44,150,9,14811.0,2024-02-14,4.97
564,13,139,11,15674.0,2024-02-09,4.97
565,12,115,11,8679.2,2024-07-03,5.59
566,1,30,7,214448.25,2023-09-16,4.87
567,4,7,3,58556.0,2023-06-09,4.89
568,8,12,1,2589.7,2023-08-28,4.89
569,24,12,12,31078.3,2023-06-28,4.86
570,8,132,10,14848.5,2024-12-30,6.19
571,9,43,11,386065.0,2023-08-06,4.86
572,7,138,3,12549.0,2023-06-28,4.86
573,10,83,1,134804.0,2023-12-26,4.84
574,8,3,12,102875.5,2023-03-28,5.17
575,19,136,14,27629.0,2023-10-15,5.06
576,49,7,10,195188.0,2024-04-25,5.17
577,30,13,11,80957.1,2024-08-04,5.74
578,27,125,3,10206.0,2024-11-20,5.77
579,42,53,14,713877.5,2023-08-07,4.9
580,22,146,14,6596.8,2024-06-20,5.43
581,12,7,10,195188.0,2023-06-14,4.85
582,46,9,5,198528.0,2024-11-24,5.81
583,17,58,2,217649.0,2023-10-31,5.06
584,6,49,2,25201.6,2023-03-06,5.2
585,30,6,14,157208.85,2024-02-14,4.97
586,36,130,14,58017.0,2023-07-02,4.82
587,28,113,7,30765.0,2024-09-08,5.57
